基金代码,基金简称,类型,机构持有比例,个人持有比例,资产规模,原始摘要,小类,年化收益率,年化波动率,夏普比率,Beta,Alpha,数据起止,交易日数,计算状态
511060,海富通上证5年期地方,指数型,95.01%,4.99%,13.90 亿,截至2025-06-30，海富通上证5年期地方政府债ETF 的基金机构持有0.08亿份，占总份额的95.01%，个人投资者持有0.00亿份，占总份额的4.99%,债券,0.012875974644060317,0.024665291692353163,-0.491541941087136,-0.015751846065302316,0.013377866674521677,2019-12-13 至 2025-02-28,1255.0,成功
511130,博时上证30年期国债,指数型,80.24%,19.76%,142.39 亿,截至2025-06-30，博时上证30年期国债ETF 的基金机构持有0.52亿份，占总份额的80.24%，个人投资者持有0.13亿份，占总份额的19.76%,债券,0.1430788452051559,0.08138968678230478,1.4507838753696722,-0.13635734538806846,0.1706327649227013,2024-03-29 至 2025-02-28,221.0,成功
159395,大成深证基准做市信用,指数型,99.77%,0.23%,117.10 亿,截至2025-06-30，大成深证基准做市信用债ETF 的基金机构持有1.18亿份，占总份额的99.77%，个人投资者持有0.00亿份，占总份额的0.23%,债券,,,,,,,,数据不足
159396,博时深证基准做市信用,指数型,99.55%,0.45%,103.82 亿,截至2025-06-30，博时深证基准做市信用债ETF 的基金机构持有1.21亿份，占总份额的99.55%，个人投资者持有0.01亿份，占总份额的0.45%,债券,,,,,,,,数据不足
159397,广发深证基准做市信用,指数型,99.86%,0.14%,130.10 亿,截至2025-06-30，广发深证基准做市信用债ETF 的基金机构持有1.39亿份，占总份额的99.86%，个人投资者持有0.00亿份，占总份额的0.14%,债券,,,,,,,,数据不足
511200,华夏上证基准做市公司,指数型,99.70%,0.30%,172.49 亿,截至2025-06-30，华夏上证基准做市公司债ETF 的基金机构持有2.13亿份，占总份额的99.70%，个人投资者持有0.01亿份，占总份额的0.30%,债券,,,,,,,,数据不足
511110,易方达上证基准做市公,指数型,99.68%,0.32%,245.93 亿,截至2025-06-30，易方达上证基准做市公司债ETF 的基金机构持有2.10亿份，占总份额的99.68%，个人投资者持有0.01亿份，占总份额的0.32%,债券,,,,,,,,数据不足
511160,国债ETF东财,指数型,97.39%,2.61%,62.77 亿,截至2025-06-30，国债ETF东财 的基金机构持有0.80亿份，占总份额的97.39%，个人投资者持有0.02亿份，占总份额的2.61%,债券,-0.04523002995541481,0.009365475821625129,-7.498821340529418,0.007579981346976767,-0.04540960524281157,2025-01-07 至 2025-02-28,33.0,成功
511070,南方上证基准做市公司,指数型,99.81%,0.19%,259.58 亿,截至2025-06-30，南方上证基准做市公司债ETF 的基金机构持有2.14亿份，占总份额的99.81%，个人投资者持有0.00亿份，占总份额的0.19%,债券,,,,,,,,数据不足
159398,天弘深证基准做市信用,指数型,99.92%,0.08%,124.58 亿,截至2025-06-30，天弘深证基准做市信用债ETF 的基金机构持有1.16亿份，占总份额的99.92%，个人投资者持有0.00亿份，占总份额的0.08%,债券,,,,,,,,数据不足
511190,海富通上证基准做市公,指数型,99.22%,0.78%,120.58 亿,截至2025-06-30，海富通上证基准做市公司债ETF 的基金机构持有1.34亿份，占总份额的99.22%，个人投资者持有0.01亿份，占总份额的0.78%,债券,,,,,,,,数据不足
159110,万家深证AAA科技创,指数型,93.73%,6.27%,21.87 亿,截至2025-09-17，万家深证AAA科技创新公司债ETF 的基金机构持有19.93亿份，占总份额的93.73%，个人投资者持有1.33亿份，占总份额的6.27%,债券,,,,,,,,数据不足
551510,科创债ETF华泰柏瑞,指数型,99.85%,0.15%,108.65 亿,截至2025-09-17，科创债ETF华泰柏瑞 的基金机构持有0.30亿份，占总份额的99.85%，个人投资者持有0.00亿份，占总份额的0.15%,债券,,,,,,,,数据不足
511150,科创债ETF永赢,指数型,99.83%,0.17%,37.76 亿,截至2025-09-17，科创债ETF永赢 的基金机构持有29.48亿份，占总份额的99.83%，个人投资者持有0.05亿份，占总份额的0.17%,债券,,,,,,,,数据不足
159400,景顺长城深证AAA科,指数型,96.13%,3.87%,50.03 亿,截至2025-07-10，景顺长城深证AAA科技创新公司债ETF 的基金机构持有22.11亿份，占总份额的96.13%，个人投资者持有0.89亿份，占总份额的3.87%,债券,,,,,,,,数据不足
551580,泰康中证AAA科技创,指数型,99.86%,0.14%,126.05 亿,截至2025-09-17，泰康中证AAA科技创新公司债ETF 的基金机构持有29.64亿份，占总份额的99.86%，个人投资者持有0.04亿份，占总份额的0.14%,债券,,,,,,,,数据不足
159116,科创债ETF工银,指数型,98.43%,1.57%,110.78 亿,截至2025-09-17，科创债ETF工银 的基金机构持有29.26亿份，占总份额的98.43%，个人投资者持有0.47亿份，占总份额的1.57%,债券,,,,,,,,数据不足
159111,天弘中证AAA科技创,指数型,99.71%,0.29%,108.22 亿,截至2025-09-17，天弘中证AAA科技创新公司债ETF 的基金机构持有29.81亿份，占总份额的99.71%，个人投资者持有0.09亿份，占总份额的0.29%,债券,,,,,,,,数据不足
551500,易方达中证AAA科技,指数型,97.17%,2.83%,130.50 亿,截至2025-07-10，易方达中证AAA科技创新公司债ETF 的基金机构持有27.42亿份，占总份额的97.17%，个人投资者持有0.80亿份，占总份额的2.83%,债券,,,,,,,,数据不足
551800,国泰中证AAA科技创,指数型,99.63%,0.37%,149.08 亿,截至2025-09-17，国泰中证AAA科技创新公司债ETF 的基金机构持有29.75亿份，占总份额的99.63%，个人投资者持有0.11亿份，占总份额的0.37%,债券,,,,,,,,数据不足
551300,摩根上证AAA科技创,指数型,70.18%,29.82%,67.42 亿,截至2025-09-17，摩根上证AAA科技创新公司债ETF 的基金机构持有20.91亿份，占总份额的70.18%，个人投资者持有8.89亿份，占总份额的29.82%,债券,,,,,,,,数据不足
159112,科创债ETF银华,指数型,99.79%,0.21%,291.66 亿,截至2025-09-17，科创债ETF银华 的基金机构持有29.93亿份，占总份额的99.79%，个人投资者持有0.06亿份，占总份额的0.21%,债券,,,,,,,,数据不足
159113,大成中证AAA科技创,指数型,98.20%,1.80%,123.94 亿,截至2025-09-17，大成中证AAA科技创新公司债ETF 的基金机构持有28.61亿份，占总份额的98.20%，个人投资者持有0.52亿份，占总份额的1.80%,债券,,,,,,,,数据不足
159115,华安中证AAA科技创,指数型,99.79%,0.21%,51.03 亿,截至2025-09-17，华安中证AAA科技创新公司债ETF 的基金机构持有29.50亿份，占总份额的99.79%，个人投资者持有0.06亿份，占总份额的0.21%,债券,,,,,,,,数据不足
159200,富国中证AAA科技创,指数型,59.76%,40.24%,246.59 亿,截至2025-07-10，富国中证AAA科技创新公司债ETF 的基金机构持有17.93亿份，占总份额的59.76%，个人投资者持有12.07亿份，占总份额的40.24%,债券,,,,,,,,数据不足
551060,中银上证AAA科创债,指数型,99.83%,0.17%,100.64 亿,截至2025-09-17，中银上证AAA科创债ETF 的基金机构持有0.30亿份，占总份额的99.83%，个人投资者持有0.00亿份，占总份额的0.17%,债券,,,,,,,,数据不足
551560,兴业中证AAA科技创,指数型,99.71%,0.29%,174.20 亿,截至2025-09-17，兴业中证AAA科技创新公司债ETF 的基金机构持有29.91亿份，占总份额的99.71%，个人投资者持有0.09亿份，占总份额的0.29%,债券,,,,,,,,数据不足
551000,博时上证AAA科创债,指数型,90.66%,9.34%,107.48 亿,截至2025-07-10，博时上证AAA科创债ETF 的基金机构持有0.27亿份，占总份额的90.66%，个人投资者持有0.03亿份，占总份额的9.34%,债券,,,,,,,,数据不足
511120,广发上证AAA科技创,指数型,99.06%,0.94%,110.56 亿,截至2025-07-10，广发上证AAA科技创新公司债ETF 的基金机构持有0.29亿份，占总份额的99.06%，个人投资者持有0.00亿份，占总份额的0.94%,债券,,,,,,,,数据不足
551550,华夏中证AAA科技创,指数型,98.62%,1.38%,151.43 亿,截至2025-07-10，华夏中证AAA科技创新公司债ETF 的基金机构持有29.20亿份，占总份额的98.62%，个人投资者持有0.41亿份，占总份额的1.38%,债券,,,,,,,,数据不足
551900,招商中证AAA科技创,指数型,93.27%,6.73%,240.38 亿,截至2025-07-10，招商中证AAA科技创新公司债ETF 的基金机构持有0.28亿份，占总份额的93.27%，个人投资者持有0.02亿份，占总份额的6.73%,债券,,,,,,,,数据不足
159600,嘉实中证AAA科技创,指数型,97.71%,2.29%,436.73 亿,截至2025-07-10，嘉实中证AAA科技创新公司债ETF 的基金机构持有28.91亿份，占总份额的97.71%，个人投资者持有0.68亿份，占总份额的2.29%,债券,,,,,,,,数据不足
159700,南方中证AAA科技创,指数型,99.61%,0.39%,115.02 亿,截至2025-07-10，南方中证AAA科技创新公司债ETF 的基金机构持有29.81亿份，占总份额的99.61%，个人投资者持有0.12亿份，占总份额的0.39%,债券,,,,,,,,数据不足
511380,博时可转债ETF,指数型,98.43%,1.57%,518.82 亿,截至2025-06-30，博时可转债ETF 的基金机构持有29.30亿份，占总份额的98.43%，个人投资者持有0.47亿份，占总份额的1.57%,债券,0.04039059607568585,0.09319636106301064,0.16514159887938293,0.3679038698409471,0.03623263955673117,2020-04-08 至 2025-02-28,1186.0,成功
511180,海富通上证投资级可转,指数型,98.86%,1.14%,91.07 亿,截至2025-06-30，海富通上证投资级可转债ETF 的基金机构持有5.20亿份，占总份额的98.86%，个人投资者持有0.06亿份，占总份额的1.14%,债券,0.03254654907895427,0.06657420273254526,0.113355455554935,0.27033473848883594,0.04131873469339786,2020-08-27 至 2025-02-28,1090.0,成功
518680,富国上海金ETF,指数型,86.28%,13.72%,58.93 亿,截至2025-06-30，富国上海金ETF 的基金机构持有3.11亿份，占总份额的86.28%，个人投资者持有0.49亿份，占总份额的13.72%,黄金,0.09745601965806383,0.12723619776785552,0.5694607425338267,0.031152099746279797,0.10794594124867873,2020-07-29 至 2025-02-28,1111.0,成功
159934,易方达黄金ETF,指数型,83.19%,16.81%,355.07 亿,截至2025-06-30，易方达黄金ETF 的基金机构持有29.60亿份，占总份额的83.19%，个人投资者持有5.98亿份，占总份额的16.81%,黄金,0.09324496421789163,0.12932770250823297,0.5276902233189148,0.0011964210856563462,0.10341961144840761,2013-12-17 至 2025-02-28,2723.0,成功
159834,金ETF,指数型,10.18%,6.63%,13.49 亿,截至2025-06-30，金ETF 的基金机构持有0.13亿份，占总份额的10.18%，个人投资者持有0.08亿份，占总份额的6.63%,黄金,0.1978504445381244,0.11265503283948118,1.534333976755516,-0.0010242720775000631,0.20969368359596774,2022-03-17 至 2025-02-28,715.0,成功
518600,广发上海金ETF,指数型,87.57%,12.43%,49.52 亿,截至2025-06-30，广发上海金ETF 的基金机构持有2.32亿份，占总份额的87.57%，个人投资者持有0.33亿份，占总份额的12.43%,黄金,0.08615420479214864,0.13129442389707308,0.46577914717909,0.02174841418065894,0.09827069646473174,2020-08-06 至 2025-02-28,1105.0,成功
159831,嘉实上海金ETF,指数型,93.76%,6.24%,14.68 亿,截至2025-06-30，嘉实上海金ETF 的基金机构持有0.86亿份，占总份额的93.76%，个人投资者持有0.06亿份，占总份额的6.24%,黄金,0.1961421347251917,0.11448377815712225,1.494902924065881,-0.002930334300061173,0.205588678438396,2022-04-08 至 2025-02-28,701.0,成功
518860,建信上海金ETF,指数型,96.55%,3.45%,35.44 亿,截至2025-06-30，建信上海金ETF 的基金机构持有2.72亿份，占总份额的96.55%，个人投资者持有0.10亿份，占总份额的3.45%,黄金,0.11105220460469556,0.13889421499811308,0.6195521145777354,0.01665694037692965,0.12205024932406938,2020-09-08 至 2025-02-28,1076.0,成功
518890,中银上海金ETF,指数型,98.57%,1.43%,28.81 亿,截至2025-06-30，中银上海金ETF 的基金机构持有2.66亿份，占总份额的98.57%，个人投资者持有0.04亿份，占总份额的1.43%,黄金,0.11656802140634914,0.1252797610440428,0.7309083338222357,0.009973594431456971,0.12912390558210318,2020-09-29 至 2025-02-28,1067.0,成功
518660,工银瑞信黄金ETF,指数型,79.19%,20.81%,66.06 亿,截至2025-06-30，工银瑞信黄金ETF 的基金机构持有3.79亿份，占总份额的79.19%，个人投资者持有1.00亿份，占总份额的20.81%,黄金,0.1125884222707314,0.12739285942768663,0.6875457750475422,0.027693741041399853,0.12319853371177847,2020-06-01 至 2025-02-28,1151.0,成功
518880,华安黄金ETF,指数型,64.70%,35.30%,939.85 亿,截至2025-06-30，华安黄金ETF 的基金机构持有52.82亿份，占总份额的64.70%，个人投资者持有28.82亿份，占总份额的35.30%,黄金,0.08291217547775953,0.12931874116388745,0.44782507899892576,0.002711681482375644,0.09251431779189834,2013-07-30 至 2025-02-28,2816.0,成功
159937,博时黄金ETF,指数型,9.05%,5.32%,403.17 亿,截至2025-06-30，博时黄金ETF 的基金机构持有3.45亿份，占总份额的9.05%，个人投资者持有2.03亿份，占总份额的5.32%,黄金,0.10513969875648854,0.13198784266248065,0.6071748514097758,-0.0008236880971297047,0.11441272887774945,2015-01-09 至 2025-02-28,2463.0,成功
159812,前海开源黄金ETF,指数型,93.71%,6.29%,13.64 亿,截至2025-06-30，前海开源黄金ETF 的基金机构持有1.44亿份，占总份额的93.71%，个人投资者持有0.10亿份，占总份额的6.29%,黄金,0.11239381297009676,0.12690605763288734,0.688649656290709,0.03224520360182078,0.1232680256376435,2020-06-01 至 2025-02-28,1151.0,成功
511220,海富通上证城投债ET,指数型,97.27%,2.73%,285.10 亿,截至2025-06-30，海富通上证城投债ETF 的基金机构持有19.93亿份，占总份额的97.27%，个人投资者持有0.56亿份，占总份额的2.73%,债券,-0.20259438004024433,0.2898811642569301,-0.7851299363435729,-0.033853070756842386,-0.07763585785970228,2014-12-17 至 2025-02-28,2472.0,成功
510530,工银中证500ETF,指数型,96.86%,3.14%,3.77 亿,截至2025-06-30，工银中证500ETF 的基金机构持有0.60亿份，占总份额的96.86%，个人投资者持有0.02亿份，占总份额的3.14%,中证500,0.02754710121531012,0.21684889000944524,0.011745973037718462,0.9383197603064662,0.048143916641073536,2020-01-06 至 2025-02-28,1246.0,成功
510590,平安中证500ETF,指数型,95.61%,4.39%,11.04 亿,截至2025-06-30，平安中证500ETF 的基金机构持有0.85亿份，占总份额的95.61%，个人投资者持有0.04亿份，占总份额的4.39%,中证500,0.0006058157628183736,0.2274658881118942,-0.10724326376877104,0.9568549411898544,0.005763492672177906,2018-05-07 至 2025-02-28,1655.0,成功
510500,南方中证500ETF,指数型,83.21%,9.68%,1446.90 亿,截至2025-06-30，南方中证500ETF 的基金机构持有158.19亿份，占总份额的83.21%，个人投资者持有18.41亿份，占总份额的9.68%,中证500,0.17085372205888727,0.7796413102764858,0.18707798077960092,0.9564478448322474,0.27507388616240647,2013-03-18 至 2025-02-28,2902.0,成功
515660,国联安沪深300ET,指数型,99.43%,0.57%,35.48 亿,截至2025-06-30，国联安沪深300ETF 的基金机构持有8.85亿份，占总份额的99.43%，个人投资者持有0.05亿份，占总份额的0.57%,沪深300,0.03843739504534116,0.1918002750721056,0.07005931060468756,0.8479668993429633,0.040660169441338656,2019-12-25 至 2025-02-28,1253.0,成功
515380,泰康沪深300ETF,指数型,95.96%,4.04%,36.38 亿,截至2025-06-30，泰康沪深300ETF 的基金机构持有7.37亿份，占总份额的95.96%，个人投资者持有0.31亿份，占总份额的4.04%,沪深300,0.04104017632915191,0.1922634743977666,0.08342809979584058,1.0082466866822195,0.026280603757966592,2020-03-24 至 2025-02-28,1196.0,成功
159916,建信深证基本面60E,指数型,96.79%,3.21%,2.68 亿,截至2025-06-30，建信深证基本面60ETF 的基金机构持有0.73亿份，占总份额的96.79%，个人投资者持有0.02亿份，占总份额的3.21%,策略,0.0842669624005501,0.31007066262570754,0.1911401804307182,0.7941537978253665,0.07554561107531677,2011-10-25 至 2025-02-28,3080.0,成功
510390,平安沪深300ETF,指数型,91.70%,8.30%,4.97 亿,截至2025-06-30，平安沪深300ETF 的基金机构持有1.18亿份，占总份额的91.70%，个人投资者持有0.11亿份，占总份额的8.30%,沪深300,-0.0017567834803187132,0.20228558670839533,-0.1322723181404414,0.9867589844311548,0.013483478097707113,2018-01-29 至 2025-02-28,1716.0,成功
159300,富国沪深300ETF,指数型,70.90%,29.10%,12.07 亿,截至2025-06-30，富国沪深300ETF 的基金机构持有3.06亿份，占总份额的70.90%，个人投资者持有1.25亿份，占总份额的29.10%,沪深300,6.184490950467321,3.062589365303154,2.011203663230123,0.7000079785583206,39.977367727490076,2024-06-06 至 2025-02-28,177.0,成功
159919,嘉实沪深300ETF,指数型,96.53%,3.47%,1971.24 亿,截至2025-06-30，嘉实沪深300ETF 的基金机构持有398.08亿份，占总份额的96.53%，个人投资者持有14.33亿份，占总份额的3.47%,沪深300,0.12189818329296043,0.5094097291290363,0.19021659334742622,0.9742295007272616,0.1518947006578839,2012-05-29 至 2025-02-28,3097.0,成功
510350,工银瑞信沪深300E,指数型,96.92%,3.08%,40.75 亿,截至2025-06-30，工银瑞信沪深300ETF 的基金机构持有8.61亿份，占总份额的96.92%，个人投资者持有0.27亿份，占总份额的3.08%,沪深300,0.008075355113326133,0.19274261713199856,-0.0878095625062678,0.9773595804150651,0.0041792360520997995,2019-08-19 至 2025-02-28,1339.0,成功
510330,华夏沪深300ETF,指数型,93.09%,1.08%,2286.56 亿,截至2025-06-30，华夏沪深300ETF 的基金机构持有446.50亿份，占总份额的93.09%，个人投资者持有5.17亿份，占总份额的1.08%,沪深300,0.03976410275690978,0.22450321625622086,0.065763435389094,0.9960984975225579,0.004324105245532506,2013-01-17 至 2025-02-28,2941.0,成功
159393,万家沪深300ETF,指数型,62.70%,37.30%,3.73 亿,截至2025-06-30，万家沪深300ETF 的基金机构持有0.29亿份，占总份额的62.70%，个人投资者持有0.17亿份，占总份额的37.30%,沪深300,,,,,,,,数据不足
159925,南方沪深300ETF,指数型,19.64%,14.08%,27.42 亿,截至2025-06-30，南方沪深300ETF 的基金机构持有1.76亿份，占总份额的19.64%，个人投资者持有1.26亿份，占总份额的14.08%,沪深300,0.13313429214694295,0.36069412550578317,0.2997949911030896,0.9453182637261255,0.1210951596193337,2013-04-12 至 2025-02-28,2885.0,成功
510300,华泰柏瑞沪深300E,指数型,87.10%,12.20%,4222.58 亿,截至2025-06-30，华泰柏瑞沪深300ETF 的基金机构持有819.14亿份，占总份额的87.10%，个人投资者持有114.76亿份，占总份额的12.20%,沪深300,0.034112016990213156,0.22750596866328696,0.04005177114143809,1.0208636375242919,0.0034385751158942934,2012-05-29 至 2025-02-28,3099.0,成功
512500,华夏中证500ETF,指数型,80.57%,5.64%,180.85 亿,截至2025-06-30，华夏中证500ETF 的基金机构持有32.37亿份，占总份额的80.57%，个人投资者持有2.27亿份，占总份额的5.64%,中证500,-0.013472305791740524,0.23005932746521626,-0.16722775909860613,0.9311372913635574,-0.006434281554498544,2015-08-05 至 2025-02-28,2323.0,成功
510310,易方达沪深300发起,指数型,96.79%,3.21%,3002.20 亿,截至2025-06-30，易方达沪深300发起式ETF 的基金机构持有662.29亿份，占总份额的96.79%，个人投资者持有21.96亿份，占总份额的3.21%,沪深300,0.12421055154190075,0.3743124866434166,0.26504740045290626,0.997438699032798,0.11649820933610688,2013-03-26 至 2025-02-28,2898.0,成功
510580,易方达中证500ET,指数型,82.70%,17.30%,29.09 亿,截至2025-06-30，易方达中证500ETF 的基金机构持有7.89亿份，占总份额的82.70%，个人投资者持有1.65亿份，占总份额的17.30%,中证500,-0.06728414629253443,1.0656216044130447,-0.08660123435031658,0.6304908575395833,0.29337970507493405,2015-09-15 至 2025-02-28,2257.0,成功
510180,华安上证180ETF,指数型,96.57%,3.43%,232.67 亿,截至2025-06-30，华安上证180ETF 的基金机构持有55.59亿份，占总份额的96.57%，个人投资者持有1.97亿份，占总份额的3.43%,上证180,0.007630374725025479,0.7507561367650294,-0.02313617488339072,0.989719673302579,0.1174877083807655,2006-05-19 至 2025-02-28,4563.0,成功
510850,工银瑞信上证50ET,指数型,85.39%,14.61%,3.75 亿,截至2025-06-30，工银瑞信上证50ETF 的基金机构持有0.60亿份，占总份额的85.39%，个人投资者持有0.10亿份，占总份额的14.61%,上证50ETF,0.01651667424685499,0.19380452139873794,-0.04377258947272556,0.9334226145262347,0.01324514246232944,2019-03-07 至 2025-02-28,1451.0,成功
159633,易方达中证1000E,指数型,60.88%,39.12%,15.43 亿,截至2025-06-30，易方达中证1000ETF 的基金机构持有4.18亿份，占总份额的60.88%，个人投资者持有2.69亿份，占总份额的39.12%,中证1000,0.46587787400101877,0.7963049857073962,0.5536545443193045,1.001478537806662,0.8214144529664389,2022-08-05 至 2025-02-28,620.0,成功
159901,易方达深证100ET,指数型,67.40%,32.60%,70.61 亿,截至2025-06-30，易方达深证100ETF 的基金机构持有15.82亿份，占总份额的67.40%，个人投资者持有7.65亿份，占总份额的32.60%,深证100,0.051847702895739145,1.0300060576630587,0.026065577669176887,1.1198430425006891,0.19018428625112027,2006-04-25 至 2025-02-28,4577.0,成功
159845,华夏中证1000ET,指数型,97.69%,1.84%,499.08 亿,截至2025-06-30，华夏中证1000ETF 的基金机构持有143.16亿份，占总份额的97.69%，个人投资者持有2.69亿份，占总份额的1.84%,中证1000,0.44583854340139295,0.9607067658462067,0.4380509832578427,0.7697349822993096,0.9217372913042545,2021-04-01 至 2025-02-28,947.0,成功
560010,广发中证1000ET,指数型,97.69%,2.31%,358.72 亿,截至2025-06-30，广发中证1000ETF 的基金机构持有115.24亿份，占总份额的97.69%，个人投资者持有2.72亿份，占总份额的2.31%,中证1000,0.4653860706377657,1.1705781212001385,0.37621245661610236,0.8376450309141086,1.0921357379271193,2022-08-05 至 2025-02-28,619.0,成功
159629,富国中证1000ET,指数型,94.54%,5.46%,132.77 亿,截至2025-06-30，富国中证1000ETF 的基金机构持有43.39亿份，占总份额的94.54%，个人投资者持有2.51亿份，占总份额的5.46%,中证1000,0.47525170663693994,0.7866673012969964,0.5723534026323449,1.1383948839834692,0.8094834068116485,2022-08-04 至 2025-02-28,621.0,成功
159922,嘉实中证500ETF,指数型,91.70%,8.30%,156.15 亿,截至2025-06-30，嘉实中证500ETF 的基金机构持有43.75亿份，占总份额的91.70%，个人投资者持有3.96亿份，占总份额的8.30%,中证500,-0.0317511544567719,0.31609743719165473,-0.1795369015357211,0.9272812107086187,-0.02538007825998201,2013-03-18 至 2025-02-28,2904.0,成功
513310,华泰柏瑞中韩半导体E,指数型,51.20%,38.46%,36.71 亿,截至2025-06-30，华泰柏瑞中韩半导体ETF(QDII) 的基金机构持有1.72亿份，占总份额的51.20%，个人投资者持有1.29亿份，占总份额的38.46%,半导体,0.25973519386790156,0.26528343794516057,0.8848467725166698,0.9254648861731484,0.26040345250969654,2022-12-23 至 2025-02-28,526.0,成功
512100,南方中证1000ET,指数型,93.15%,5.51%,789.96 亿,截至2025-06-30，南方中证1000ETF 的基金机构持有236.08亿份，占总份额的93.15%，个人投资者持有13.97亿份，占总份额的5.51%,中证1000,0.12212148734503736,0.6689860177144634,0.14517715583480365,0.9755593306287027,0.22391806710293038,2016-11-07 至 2025-02-28,2018.0,成功
159915,易方达创业板ETF,指数型,65.95%,34.05%,1004.46 亿,截至2025-06-30，易方达创业板ETF 的基金机构持有264.64亿份，占总份额的65.95%，个人投资者持有136.62亿份，占总份额的34.05%,创业板,0.08097502524030697,0.33472368974478905,0.16722755799861455,1.1438730148239475,0.06984258200425075,2011-12-12 至 2025-02-28,3207.0,成功
513660,华夏沪港通恒生ETF,指数型,41.85%,8.75%,46.37 亿,截至2025-06-30，华夏沪港通恒生ETF 的基金机构持有5.93亿份，占总份额的41.85%，个人投资者持有1.24亿份，占总份额的8.75%,国际,0.03874322442985645,0.2035324208243837,0.06752351480020315,0.5700274190262417,0.04144771437408745,2015-01-27 至 2025-02-28,2448.0,成功
510050,华夏上证50ETF,指数型,88.69%,10.22%,1759.22 亿,截至2025-06-30，华夏上证50ETF 的基金机构持有522.87亿份，占总份额的88.69%，个人投资者持有60.23亿份，占总份额的10.22%,上证50ETF,0.060154257823114454,0.25893166236624876,0.13576654744289296,0.9563573659025091,-0.004572688747241593,2005-02-24 至 2025-02-28,4864.0,成功
510100,易方达上证50ETF,指数型,90.38%,9.62%,47.60 亿,截至2025-06-30，易方达上证50ETF 的基金机构持有14.43亿份，占总份额的90.38%，个人投资者持有1.54亿份，占总份额的9.62%,上证50ETF,0.05294821986747178,0.20758551136228237,0.13463473285809427,0.920918748068123,0.05487281841606073,2019-10-10 至 2025-02-28,1306.0,成功
159562,华夏中证沪深港黄金产,指数型,58.32%,29.40%,30.33 亿,截至2025-06-30，华夏中证沪深港黄金产业股票ETF 的基金机构持有2.18亿份，占总份额的58.32%，个人投资者持有1.10亿份，占总份额的29.40%,黄金,0.27255337741177366,0.37732857494915745,0.6560684608769157,0.6535414086448248,0.2191286346351231,2024-01-23 至 2025-02-28,263.0,成功
510510,广发中证500ETF,指数型,86.14%,13.86%,20.96 亿,截至2025-06-30，广发中证500ETF 的基金机构持有9.00亿份，占总份额的86.14%，个人投资者持有1.45亿份，占总份额的13.86%,中证500,0.047831708485248425,0.2601568643971303,0.08776131484424622,0.992718080455787,0.023007846717005176,2013-05-27 至 2025-02-28,2859.0,成功
517520,永赢中证沪深港黄金产,指数型,89.02%,10.98%,125.50 亿,截至2025-06-30，永赢中证沪深港黄金产业股票ETF 的基金机构持有28.64亿份，占总份额的89.02%，个人投资者持有3.53亿份，占总份额的10.98%,黄金,0.11444212750811555,0.30288160018191007,0.2953039321450917,0.6207453211156504,0.10271401553861281,2023-11-02 至 2025-02-28,320.0,成功
588290,华安上证科创板芯片E,指数型,65.66%,34.34%,35.82 亿,截至2025-06-30，华安上证科创板芯片ETF 的基金机构持有10.78亿份，占总份额的65.66%，个人投资者持有5.64亿份，占总份额的34.34%,芯片,0.19612757471283082,0.4070312043497793,0.4204286376180967,1.4093759687492902,0.22948310169889918,2022-10-27 至 2025-02-28,567.0,成功
159910,嘉实深证基本面120,指数型,93.97%,6.03%,2.79 亿,截至2025-06-30，嘉实深证基本面120ETF 的基金机构持有1.31亿份，占总份额的93.97%，个人投资者持有0.08亿份，占总份额的6.03%,策略,0.06621864445214065,0.26885016473748913,0.15331455903100297,0.8781390484235132,0.03867067778589406,2011-09-28 至 2025-02-28,3182.0,成功
159695,嘉实国证通信ETF,指数型,72.31%,27.69%,3.56 亿,截至2025-06-30，嘉实国证通信ETF 的基金机构持有0.61亿份，占总份额的72.31%，个人投资者持有0.23亿份，占总份额的27.69%,通信,0.14225515187647142,0.3110706479087091,0.3769405846059853,1.2328366097937764,0.18998476074865533,2023-05-11 至 2025-02-28,437.0,成功
159880,鹏华国证有色金属行业,指数型,50.61%,49.39%,8.83 亿,截至2025-06-30，鹏华国证有色金属行业ETF 的基金机构持有0.42亿份，占总份额的50.61%，个人投资者持有0.41亿份，占总份额的49.39%,有色,0.012052282768899358,0.29368287895687845,-0.044087409102938416,0.9950826908666053,0.11461215942725445,2021-03-26 至 2025-02-28,951.0,成功
561330,国泰中证有色金属矿业,指数型,11.29%,11.01%,12.30 亿,截至2025-06-30，国泰中证有色金属矿业主题ETF 的基金机构持有0.08亿份，占总份额的11.29%，个人投资者持有0.08亿份，占总份额的11.01%,有色,-0.0376741709985744,0.2512570873042781,-0.24944240049505362,0.9824109648788056,-0.047603204252282816,2022-11-02 至 2025-02-28,563.0,成功
512400,南方中证申万有色金属,指数型,52.31%,22.36%,205.91 亿,截至2025-06-30，南方中证申万有色金属ETF 的基金机构持有21.60亿份，占总份额的52.31%，个人投资者持有9.23亿份，占总份额的22.36%,有色,-0.0075367568919691985,0.3098576855936845,-0.10500548608187359,1.0557805719405648,0.020892676290777512,2017-09-04 至 2025-02-28,1815.0,成功
561380,国泰恒生A股电网设备,指数型,42.34%,38.67%,5.52 亿,截至2025-06-30，国泰恒生A股电网设备ETF 的基金机构持有0.26亿份，占总份额的42.34%，个人投资者持有0.24亿份，占总份额的38.67%,电网设备,-0.23788005867765316,0.23057155575983443,-1.1401235413073745,1.1922739189933627,-0.10205469762186625,2024-12-24 至 2025-02-28,42.0,成功
